description,category
Road divider damaged in an accident.,Road Department
Railing on the staircase is broken and dangerous. please resolve urgently.,Building Department
Uncollected garbage creating foul smell. please resolve urgently.,Sanitation Department
Tap connection broken causing leakage.,Water Supply Department
Water supply interrupted for two days.,Water Supply Department
Electric pole leaning dangerously after storm. please resolve urgently.,Electric Department
Ceiling plaster falling off in the hallway.,Building Department
"Speed bump too high, damaging cars.",Road Department
Drainage water overflowing in the street.,Sanitation Department
Faded lane markings causing confusion.,Road Department
garbage has not been collected for several days.,Sanitation Department
Staircase railing loose and unsafe.,Building Department
"Garbage dumped on roadside, health hazard.",Sanitation Department
Manhole overflowing with sewage water.,Sewerage Department
Sewage leaking into nearby houses.,Sewerage Department
"transformer overloaded, making loud noise.",Electric Department
Cracks appearing on the walls of the building. please resolve urgently.,Building Department
Pillar has developed major cracks after rain.,Building Department
Water pipes leaking heavily and flooding the area.,Water Supply Department
No water supply since morning. please resolve urgently.,Water Supply Department
Uncollected garbage creating foul smell.,Sanitation Department
faded lane markings causing confusion.,Road Department
Building foundation showing signs of sinking.,Building Department
Electricity supply unstable with voltage drops.,Electric Department
"roadside barrier broken, safety concern. please resolve urgently.",Road Department
"Transformer overloaded, making loud noise.",Electric Department
Drain overflows every time it rains.,Sanitation Department
waste blocking the drainage system.,Sanitation Department
Underground sewerage pipe damaged.,Sewerage Department
Railing on the staircase is broken and dangerous.,Building Department
Ceiling plaster falling off in the hallway. please resolve urgently.,Building Department
Sewage water stagnating near road.,Sewerage Department
Pipeline damaged during road work. please resolve urgently.,Water Supply Department
Sewage leaking into nearby houses.,Sewerage Department
"Roadside barrier broken, safety concern.",Road Department
Electric  pole  leaning  dangerously  after  storm.,Electric Department
Speed breakers are not marked properly and vehicles are slipping.,Road Department
underground  sewerage  pipe  damaged.,Sewerage Department
Dirty sewer water entering shops after rain. please resolve urgently.,Sewerage Department
Railing on the staircase is broken and dangerous.,Building Department
"Electric cables exposed, risky for pedestrians.",Electric Department
Building foundation showing signs of sinking. please resolve urgently.,Building Department
Sewage backflow in washrooms.,Sewerage Department
Cracks appearing on the walls of the building.,Building Department
Sewage leaking into nearby houses. please resolve urgently.,Sewerage Department
open sewer line giving foul smell.,Sewerage Department
street  lights  have  been  off  for  the  past  week.,Electric Department
Sewer line blocked causing overflow. please resolve urgently.,Sewerage Department
dirty sewer water entering shops after rain.,Sewerage Department
Railing on the staircase is broken and dangerous.,Building Department
Ceiling plaster falling off in the hallway. please resolve urgently.,Building Department
Low water pressure in all houses. please resolve urgently.,Water Supply Department
electric pole leaning dangerously after storm.,Electric Department
staircase railing loose and unsafe.,Building Department
Road  full  of  potholes  causing  damage  to  vehicles.,Road Department
manhole overflowing with sewage water.,Sewerage Department
Structural damage visible on the outer wall.,Building Department
Underground sewerage pipe damaged.,Sewerage Department
Road divider damaged in an accident.,Road Department
Speed breakers are not marked properly and vehicles are slipping.,Road Department
"Speed bump too high, damaging cars.",Road Department
electric pole leaning dangerously after storm.,Electric Department
Waste blocking the drainage system. please resolve urgently.,Sanitation Department
speed breakers are not marked properly and vehicles are slipping.,Road Department
"Street light bulb fused, area dark at night.",Electric Department
Potholes filled with water after rain.,Road Department
Road surface cracked and uneven.,Road Department
Road divider damaged in an accident.,Road Department
Drain  overflows  every  time  it  rains.,Sanitation Department
uncollected garbage creating foul smell.,Sanitation Department
Pillar has developed major cracks after rain.,Building Department
dirty sewer water entering shops after rain.,Sewerage Department
"Transformer overloaded, making loud noise.",Electric Department
Waste accumulation causing mosquito breeding.,Sanitation Department
electric pole leaning dangerously after storm.,Electric Department
roof  leakage  worsening  due  to  heavy  rain.,Building Department
No water supply since morning.,Water Supply Department
pillar has developed major cracks after rain.,Building Department
Speed breakers are not marked properly and vehicles are slipping.,Road Department
Wall near staircase damaged and unstable.,Building Department
Water pipes leaking heavily and flooding the area.,Water Supply Department
Potholes filled with water after rain.,Road Department
dustbins overflowing and attracting flies.,Sanitation Department
Sewer pipeline clogged completely.,Sewerage Department
"street light bulb fused, area dark at night. please resolve urgently.",Electric Department
Sewer line blocked causing overflow.,Sewerage Department
Power outage since early morning due to faulty wires.,Electric Department
